"□ 본 서비스에서 제공하는 정보는 법적인 효력이 없으므로 참고용으로만 활용하시기 바랍니다."
"□ 신고정보가 실시간 변경, 해제되어 제공시점에 따라 공개건수 및 내용이 상이할 수 있는 점 참고하시기 바랍니다."
"□ 본 자료는 계약일 기준입니다. (※ 7월 계약, 8월 신고건 → 7월 거래건으로  제공)"
"□ 통계자료 활용시에는 수치가 왜곡될 수 있으니 참고자료로만 활용하시기  바라며,  외부 공개시에는 반드시 신고일 기준으로 집계되는 공식통계를 이용하여 주시기 바랍니다."
""
"* 국토교통부 실거래가 공개시스템의 궁금하신 점이나 문의사항은 콜센터 1533-2949로 연락 주시기 바랍니다."
"□ 검색조건"
"계약일자 : 2026-05-01 ~ 2026-05-31"
"실거래구분 : 연립다세대(매매)"
"주소구분 : 지번주소"
"시도 : 전체"
"시군구 : 전체"
"읍면동 : 전체"
"면적 : 전체"
"금액선택 : 전체"
"NO","시군구","번지","본번","부번","건물명","전용면적(㎡)","대지권면적(㎡)","계약년월","계약일","거래금액(만원)","층","매수자","매도자","건축년도","도로명","해제사유발생일","거래유형","중개사소재지","등기일자"
"125","서울특별시 성북구 장위동","231-585","0231","0585","영동빌하우스","44.0000","22.1400","202605","30","41,000","2","개인","개인","2002","장위로 23-12","-","중개거래","서울 성북구","-"
"126","서울특별시 영등포구 신길동","4111","4111","0000","누림하우스","50.6200","31.4200","202605","30","47,000","3","개인","개인","2017","신풍로20길 7-3","-","중개거래","서울 영등포구","-"
"127","서울특별시 마포구 성산동","131-1","0131","0001","유일빌리지1단지","29.7700","18.9000","202605","30","32,100","3","개인","개인","2016","모래내로9길 13","-","중개거래","서울 마포구","-"
"128","서울특별시 마포구 망원동","410-50","0410","0050","대도주택","37.1200","18.2200","202605","30","28,250","-1","개인","개인","1991","포은로 101","-","중개거래","서울 마포구","-"
"129","인천광역시 남동구 구월동","1298-21","1298","0021","부흥빌라","35.8200","27.9500","202605","30","5,900","3","개인","개인","1991","인주대로763번길 18-1","-","중개거래","인천 미추홀구","26.06.19"
"130","서울특별시 금천구 독산동","972-7","0972","0007","JJ팰리스3차","39.6600","29.4000","202605","30","43,000","5","개인","개인","2023","시흥대로148길 60","-","중개거래","인천 미추홀구","-"
"131","서울특별시 은평구 대조동","208-33","0208","0033","부림베네치아","30.0700","21.3600","202605","30","35,500","6","개인","개인","2015","역말로9가길 2-12","-","중개거래","서울 은평구","-"
"132","서울특별시 송파구 가락동","187-4","0187","0004","가락형제빌라","50.3400","26.9500","202605","30","27,500","2","개인","개인","1992","문정로13길 15-12","-","중개거래","서울 송파구","-"
"133","서울특별시 노원구 상계동","1378-5","1378","0005","범하라이프타운가동","57.5500","29.9910","202605","30","41,350","3","개인","개인","2004","상계로37길 40","-","중개거래","서울 노원구","-"
"134","서울특별시 노원구 공릉동","644-36","0644","0036","성우그랜드빌","69.8200","34.2900","202605","30","40,000","3","개인","개인","2004","공릉로24길 11","-","중개거래","서울 노원구","-"
"135","서울특별시 서초구 서초동","1638-2","1638","0002","아이리스서초","28.2300","16.5300","202605","30","42,500","7","개인","개인","2018","서초대로62길 9-14","-","중개거래","서울 강남구, 서울 서초구","-"
"136","서울특별시 강서구 내발산동","745","0745","0000","마곡수명산파크8단지","84.5300","109.9900","202605","30","103,500","1","개인","개인","2006","수명로2길 108","-","중개거래","서울 강서구","-"
"137","서울특별시 은평구 증산동","207-16","0207","0016","유니온빌라(나)(207-16)","69.6300","47.2660","202605","30","49,500","3","개인","개인","1991","증산로5길 27-10","-","중개거래","서울 은평구","-"
"138","서울특별시 강남구 역삼동","685-12","0685","0012","(685-12)","35.0200","18.3400","202605","30","47,000","5","개인","개인","2017","언주로104길 29-1","-","중개거래","서울 강남구","-"
"139","인천광역시 계양구 병방동","96-12","0096","0012","소망하이츠빌라(96-12)","47.0900","29.0400","202605","30","10,150","2","개인","개인","1997","장제로946번길 26-1","-","중개거래","인천 계양구","26.06.19"
"140","서울특별시 광진구 구의동","231-62","0231","0062","대명캐슬3차","46.2400","30.2000","202605","30","70,000","4","개인","개인","2023","자양로32길 68","-","직거래","-","26.06.18"
"141","인천광역시 미추홀구 용현동","536-6","0536","0006","유안파크빌101동","56.6600","27.4781","202605","30","9,500","5","개인","개인","2014","능해길 183","-","중개거래","인천 미추홀구","26.06.18"
"142","서울특별시 구로구 오류동","11-59","0011","0059","비전아트빌","45.4800","21.5000","202605","30","32,300","2","개인","법인","2002","고척로 25-2","-","중개거래","서울 구로구, 서울 동작구","26.06.18"
"143","경기도 평택시 서정동","44","0044","0000","대옥빌라","84.3600","66.5761","202605","30","12,500","4","개인","개인","1990","송탄2로25번길 20","-","중개거래","경기 평택시","26.06.17"
"144","충청북도 보은군 보은읍 장신리","77-2","0077","0002","영운빌라","85.6350","59.2760","202605","30","8,000","4","개인","개인","2002","작은장신길 7-9","-","중개거래","충북 충주시","26.06.18"
"145","서울특별시 영등포구 신길동","95-270","0095","0270","(95-270)","13.8600","9.2100","202605","30","57,000","4","개인","법인","2012","도신로64길 19","-","중개거래","서울 영등포구","26.06.15"
"146","서울특별시 중구 신당동","432-497","0432","0497","푸른마을씨동","41.0900","15.9200","202605","30","34,500","3","개인","개인","2001","동호로11마길 28","-","중개거래","서울 중구","26.06.16"
"147","서울특별시 강서구 화곡동","352-47","0352","0047","우성빌라(352-47)","59.9000","31.5900","202605","30","8,000","-1","개인","개인","1996","가로공원로84길 57","-","중개거래","서울 강서구","26.06.17"
"148","서울특별시 송파구 석촌동","227-18","0227","0018","아름하이빌","44.2000","27.6000","202605","30","50,000","4","개인","개인","2011","삼학사로4길 20","-","중개거래","서울 송파구","-"
"149","서울특별시 성북구 동선동3가","254-1","0254","0001","현대아트빌리지(B)","84.9400","58.9900","202605","30","45,500","2","개인","개인","1992","동소문로26마길 32","-","중개거래","서울 성북구","-"
"150","경기도 남양주시 화도읍 묵현리","367-5","0367","0005","석정빌라(나동)","40.2600","26.6000","202605","30","7,500","2","개인","개인","1995","먹갓로28번길 49","-","중개거래","경기 남양주시","26.06.15"
"151","경기도 안양시 동안구 비산동","1044-13","1044","0013","신대원빌","82.8700","43.3860","202605","30","78,600","4","개인","개인","2007","일동로 24","-","중개거래","경기 안양시 동안구","-"
"152","인천광역시 남동구 만수동","867-19","0867","0019","목민빌라(867-19)B동","50.1500","23.1500","202605","30","10,000","2","개인","개인","2003","만수서로 22-22","-","중개거래","인천 남동구","26.06.16"
"153","서울특별시 송파구 오금동","32","0032","0000","중앙클래식하우스","47.7300","23.7700","202605","30","63,000","6","개인","개인","2016","마천로 100","-","중개거래","서울 송파구","-"
"154","서울특별시 동작구 상도동","379-7","0379","0007","(379-7)","62.3100","72.2250","202605","30","83,000","2","개인","개인","1980","국사봉1길 210-2","-","중개거래","서울 동작구","-"
"155","경기도 포천시 가산면 방축리","412-5","0412","0005","한신빌라(2차,A동)","71.4300","57.9800","202605","30","7,400","4","법인","개인","1997","가산로96번길 35","-","중개거래","경기 포천시","-"
"156","충청북도 청주시 흥덕구 신봉동","341-4","0341","0004","나산아트빌","57.5000","39.6500","202605","30","8,500","4","개인","개인","2013","1순환로549번길 113-18","-","중개거래","충북 청주시 흥덕구","26.06.15"
"157","경기도 수원시 장안구 송죽동","88-11","0088","0011","삼보빌라(나동)","39.6900","24.0000","202605","30","9,000","2","개인","개인","1988","수일로 120","-","중개거래","경기 수원시 장안구","26.06.12"
"158","경기도 구리시 교문동","208","0208","0000","행운주택","48.2400","37.2600","202605","30","24,000","1","개인","개인","1995","아차산로506번길 26","-","중개거래","경기 구리시","26.06.11"
"159","서울특별시 관악구 신림동","90-152","0090","0152","한양아트빌리지","34.5100","14.6400","202605","30","12,100","-1","개인","개인","1993","신림로50길 17-17","-","중개거래","서울 관악구","-"
"160","서울특별시 은평구 녹번동","31-23","0031","0023","해피하우스","29.4800","20.8100","202605","30","33,500","3","개인","개인","2014","통일로 647-3","-","중개거래","서울 은평구","-"
"161","서울특별시 광진구 중곡동","90-12","0090","0012","대성예가","57.9000","35.8300","202605","30","72,000","2","개인","개인","2021","자양로53길 79","-","중개거래","서울 광진구","-"
"162","경상북도 포항시 남구 해도동","84-7","0084","0007","신흥맨션","63.4500","59.6367","202605","30","3,400","3","개인","개인","1985","문예로 167","-","중개거래","경북 포항시 남구","26.06.15"
"163","경기도 광명시 광명동","716-10","0716","0010","대원빌리지(716-10)","43.1700","25.8295","202605","30","20,000","2","개인","개인","1993","새터로12번길 36-3","-","중개거래","경기 광명시","26.06.12"
"164","서울특별시 마포구 망원동","469-21","0469","0021","신우빌라","39.7800","16.9200","202605","30","27,800","3","개인","개인","1991","방울내로9안길 20","-","중개거래","서울 마포구","26.06.12"
"165","부산광역시 수영구 광안동","120-270","0120","0270","송원에이스","17.9800","12.2356","202605","30","13,500","3","개인","개인","2009","무학로10번길 41","-","중개거래","부산 수영구","-"
"166","인천광역시 남동구 구월동","1302-31","1302","0031","현대빌라","37.6600","29.0800","202605","30","5,000","1","개인","개인","1989","구월남로 304-7","-","중개거래","인천 남동구","26.06.11"
"167","서울특별시 송파구 가락동","181-26","0181","0026","(181-26)","71.2100","42.6950","202605","30","46,500","4","개인","개인","2008","문정로13길 8","-","중개거래","서울 송파구","-"
"168","서울특별시 송파구 오금동","41-2","0041","0002","하우징허브","38.4100","23.2000","202605","30","36,500","2","개인","개인","2014","마천로10길 6","-","중개거래","서울 송파구","-"
"169","경기도 용인시 처인구 양지읍 남곡리","142-3","0142","0003","센텀빌(C동)","63.3500","38.5714","202605","30","18,600","3","개인","개인","2017","남곡로 21","-","중개거래","경기 용인시 처인구","-"
"170","서울특별시 서대문구 충정로3가","3-90","0003","0090","엘지빌리지","73.6000","27.1800","202605","30","133,700","5","개인","개인","2002","경기대로9길 67","-","중개거래","서울 서대문구","-"
"171","서울특별시 양천구 목동","505-17","0505","0017","제니스빌","29.7900","19.8400","202605","30","30,000","2","개인","개인","2011","목동중앙북로10길 17-14","-","중개거래","서울 양천구","-"
"172","서울특별시 구로구 궁동","237-1","0237","0001","현대힐타운(237-1)","29.5500","18.9400","202605","30","23,000","3","개인","개인","2017","부일로9길 86","-","중개거래","서울 구로구","-"
"173","경기도 광주시 목현동","238-24","0238","0024","아망뜨빌(103동)","51.8400","54.9100","202605","30","16,800","4","개인","개인","2018","이배재로 325-52","-","중개거래","경기 광주시","-"
"174","경기도 고양시 일산동구 성석동","195-18","0195","0018","더리치101,102,103,104동","51.6392","61.6742","202605","30","17,000","1","개인","개인","2019","동국로197번길 109-1","-","중개거래","경기 파주시","-"
"175","경기도 광주시 탄벌동","281-5","0281","0005","한울타운(B동)","51.7400","58.0000","202605","30","17,800","4","개인","개인","2014","이배재로 117-26","-","중개거래","경기 광주시","-"
"176","서울특별시 서대문구 홍제동","312-19","0312","0019","오크빌","35.4400","18.4300","202605","30","38,000","3","개인","개인","2003","통일로39길 58-5","-","중개거래","서울 서대문구","-"
"177","서울특별시 동대문구 장안동","409-7","0409","0007","더헤리움","33.8900","24.5000","202605","30","34,900","5","개인","개인","2016","한천로6길 34","-","중개거래","서울 동대문구","-"
"178","제주특별자치도 제주시 삼양일동","1582-3","1582","0003","한샘빌라","76.3800","63.4450","202605","30","14,700","2","개인","개인","2003","서흘4길 10","-","직거래","-","-"
"179","경기도 화성시 병점구 진안동","525-107","0525","0107","청보주택B","74.3500","44.1960","202605","30","16,700","3","개인","개인","2006","병점로 17-7","-","중개거래","경기 화성시 병점구","-"
"180","서울특별시 송파구 석촌동","213-13","0213","0013","리버팰리스","56.5700","27.7600","202605","30","61,000","2","개인","개인","2022","삼학사로10길 3","-","중개거래","서울 송파구","-"
"181","서울특별시 동작구 사당동","316-263","0316","0263","리츠빌(316-263)","74.6900","42.4500","202605","30","57,000","4","개인","개인","2002","사당로20사길 25","-","중개거래","서울 동작구, 서울 서초구","-"
"182","서울특별시 관악구 신림동","544-22","0544","0022","국제알앤드씨","27.6800","17.2000","202605","30","26,800","3","개인","개인","2018","조원중앙로2길 99","-","중개거래","서울 관악구","-"
"183","강원특별자치도 동해시 구미동","429","0429","0000","북평주공1차","46.7900","93.2100","202605","30","6,000","2","개인","개인","1986","구미3길 46","-","중개거래","강원 동해시","26.06.10"
"184","경상북도 구미시 형곡동","120-3","0120","0003","삼풍2차맨션","71.0400","50.2300","202605","30","4,500","2","개인","개인","1991","형곡로8길 28-23","-","중개거래","경북 구미시","26.06.10"
"185","경기도 수원시 장안구 영화동","445-1","0445","0001","대명하이빌","74.7200","21.0500","202605","30","33,000","5","개인","개인","2017","장안로18번길 6","-","중개거래","경기 수원시 장안구","-"
"186","서울특별시 송파구 거여동","1-14","0001","0014","쎈스빌","53.7500","29.6890","202605","30","34,500","2","개인","개인","2002","거마로15길 24","-","중개거래","서울 송파구","-"
"187","경기도 구리시 수택동","453-17","0453","0017","조은맨션","39.2400","35.0953","202605","30","44,700","2","개인","개인","2007","이문안로99번길 10-23","-","중개거래","경기 구리시","-"
"188","서울특별시 송파구 삼전동","11-3","0011","0003","스카이빌","37.6200","23.1800","202605","30","68,000","2","개인","개인","2016","삼전로8길 16","-","중개거래","서울 송파구","-"
"189","서울특별시 강동구 성내동","457-23","0457","0023","베스트빌","90.3200","47.4200","202605","30","68,000","3","개인","개인","2004","성내로6나길 7","-","중개거래","서울 강동구","-"
"190","인천광역시 남동구 간석동","9-13","0009","0013","청화하이빌(나)","51.1600","19.4100","202605","30","5,500","-1","개인","개인","2002","백범로281번길 15","-","직거래","-","26.06.09"
"191","경기도 용인시 기흥구 신갈동","1-8","0001","0008","우남빌라","57.5200","31.2100","202605","30","8,500","3","개인","개인","1991","용구대로2152번길 6","-","중개거래","경기 용인시 기흥구","26.06.05"
"192","경기도 수원시 권선구 세류동","465-15","0465","0015","네오빌가동나동","52.1600","31.6291","202605","30","20,500","2","개인","개인","2020","정조로535번길 8","-","중개거래","경기 부천시 소사구, 인천 부평구","26.06.09"
"193","서울특별시 마포구 망원동","431-44","0431","0044","옥토빌","45.1600","28.0600","202605","30","38,000","3","개인","개인","2002","방울내로 38-5","-","중개거래","서울 마포구","-"
"194","인천광역시 계양구 장기동","125-4","0125","0004","아름빌라5동","31.5900","27.9580","202605","30","4,000","-1","개인","개인","1992","장제로1289번길 8-4","-","중개거래","인천 계양구","26.06.08"
"195","서울특별시 강서구 내발산동","690-7","0690","0007","씨티하우스","32.9200","24.9700","202605","30","21,700","3","개인","개인","2015","강서로45길 163","-","중개거래","서울 강서구","-"
"196","서울특별시 은평구 증산동","164-20","0164","0020","더플레이스","52.5200","25.3550","202605","30","38,000","6","개인","개인","2015","증산로9길 6-28","-","중개거래","서울 서대문구","-"
"197","서울특별시 관악구 신림동","1502-1","1502","0001","금강맨션2차","70.4000","36.7100","202605","30","43,000","2","개인","개인","1991","남부순환로200가길 1","-","중개거래","서울 관악구, 서울 금천구","-"
"198","서울특별시 성북구 성북동1가","106-35","0106","0035","세승빌라","70.0800","44.7500","202605","30","42,700","1","개인","개인","1991","창경궁로35다길 40","-","중개거래","서울 성북구","-"
"199","제주특별자치도 제주시 아라이동","901","0901","0000","다담빌리지","84.7200","104.3776","202605","30","30,700","2","개인","개인","2012","아봉로 88","-","중개거래","제주 제주시","-"
